Dates,HSBA LN Equity,BARC LN Equity,JPM UN Equity,BAC UN Equity
2022-02-09,5.608,2.08,115.66585,36.39855
2022-02-10,5.617,2.087,114.56803,36.03438
2022-02-11,5.672,2.061,113.16815,35.2327
2022-02-14,5.582,1.956,112.69677,35.04545
2022-02-15,5.548,1.985,114.33639,35.31629
2022-02-16,5.483,1.96,114.13003,35.10787
2022-02-17,5.401,1.926,111.14944,33.81533
2022-02-18,5.444,1.912,112.00766,33.83641
2022-02-21,5.468,1.914,112.00766,33.83641
2022-02-22,5.47,1.902,111.71841,33.51479
2022-02-23,5.478,1.96,109.72622,33.04553
2022-02-24,5.137,1.794,108.13136,32.6152
2022-02-25,5.38,1.889,110.55738,33.63718
2022-02-28,5.146,1.829,105.89202,33.00724
2022-03-01,4.954,1.732,102.4938,31.90115
2022-03-02,5.078,1.77,104.2593,32.30781
2022-03-03,4.954,1.689,103.71231,31.86591
2022-03-04,4.677,1.568,101.60266,30.95706
2022-03-07,4.661,1.516,98.54332,29.24039
2022-03-08,4.704,1.523,97.6854,29.38176
2022-03-09,4.89,1.618,101.22895,31.13336
2022-03-10,4.755,1.578,100.67186,31.05054
2022-03-11,4.797,1.611,98.81929,30.9208
2022-03-14,4.895,1.7,99.92324,31.62662
2022-03-15,4.797,1.682,101.57951,31.82027
2022-03-16,4.944,1.752,105.73764,32.69921
2022-03-17,5.006,1.717,106.42418,32.67522
2022-03-18,5.01,1.706,106.22488,32.52711
2022-03-21,5.008,1.685,105.98012,32.51119
2022-03-22,5.166,1.729,107.62149,33.33836
2022-03-23,5.097,1.7,105.8298,32.62417
2022-03-24,5.176,1.683,106.81801,32.70063
2022-03-25,5.168,1.673,107.55589,33.14134
2022-03-28,5.187,1.605,107.6165,33.26967
2022-03-29,5.27,1.564,107.88629,33.19578
2022-03-30,5.266,1.514,106.92331,32.71455
2022-03-31,5.254,1.483,103.75219,31.37225
2022-04-01,5.289,1.47,103.25067,31.20946
2022-04-04,5.251,1.463,103.71642,31.15842
2022-04-05,5.277,1.47,101.90294,30.67635
2022-04-06,5.242,1.433,100.55827,30.36097
2022-04-07,5.214,1.406,100.42133,30.17466
2022-04-08,5.3,1.446,102.43247,30.44045
2022-04-11,5.333,1.449,102.11132,30.39539
2022-04-12,5.193,1.433,101.01367,30.07986
2022-04-13,5.182,1.443,97.2201,29.64717
2022-04-14,5.224,1.459,96.59187,28.77384
2022-04-15,5.224,1.459,96.59187,28.77384
2022-04-18,5.224,1.459,98.73943,29.86164
2022-04-19,5.256,1.457,100.80726,30.42208
2022-04-20,5.38,1.489,100.81986,30.38848
2022-04-21,5.369,1.501,100.1611,29.8504
2022-04-22,5.233,1.467,98.78476,29.25917
2022-04-25,5.016,1.442,99.58366,29.29301
2022-04-26,4.739,1.43,97.54202,28.90105
2022-04-27,4.863,1.419,96.61813,28.84539
2022-04-28,4.941,1.463,98.957,29.53306
2022-04-29,5.013,1.482,94.89585,28.36699
2022-05-02,5.013,1.482,96.37542,28.91663
2022-05-03,5.128,1.51,98.51858,29.73254
2022-05-04,5.154,1.506,101.72883,30.91084
2022-05-05,5.08,1.498,100.43767,30.42633
2022-05-06,5.02,1.486,100.12139,30.30671
2022-05-09,4.927,1.46,98.68805,29.45416
2022-05-10,4.957,1.436,96.58002,29.04955
2022-05-11,4.994,1.473,96.12693,28.94223
2022-05-12,4.834,1.459,96.81759,28.76476
2022-05-13,5.014,1.504,97.32756,28.74305
2022-05-16,4.986,1.517,96.33431,28.35614
2022-05-17,5.024,1.559,97.8928,28.83583
2022-05-18,4.955,1.552,96.97973,28.16765
2022-05-19,4.859,1.533,94.65557,27.5622
2022-05-20,4.908,1.527,94.08275,27.14881
2022-05-23,5.01,1.577,99.14067,28.54074
2022-05-24,5.189,1.628,100.80574,28.44037
2022-05-25,5.213,1.639,101.53208,28.59879
2022-05-26,5.253,1.677,102.93439,29.16103
2022-05-27,5.324,1.704,104.12469,29.36464
2022-05-30,5.286,1.712,104.12469,29.36464
2022-05-31,5.33,1.691,104.77813,29.47702
2022-06-01,5.296,1.678,104.17803,29.40658
2022-06-02,5.296,1.678,104.92012,29.17097
2022-06-03,5.296,1.678,104.0032,28.9173
2022-06-06,5.335,1.714,103.45295,28.82775
2022-06-07,5.293,1.69,103.28754,28.86524
2022-06-08,5.202,1.686,102.00829,28.60217
2022-06-09,5.118,1.659,100.12785,27.57491
2022-06-10,4.991,1.598,97.10828,26.94338
2022-06-13,5.029,1.561,95.27682,26.30195
2022-06-14,5.204,1.568,95.08962,26.22759
2022-06-15,5.306,1.608,95.66479,26.56664
2022-06-16,5.116,1.536,91.62359,25.72698
2022-06-17,5.087,1.559,92.73115,26.18755
2022-06-20,5.375,1.601,92.73115,26.18755
2022-06-21,5.388,1.604,94.38559,26.76825
2022-06-22,5.336,1.613,93.9095,26.5797
2022-06-23,5.266,1.541,93.16323,26.23487
2022-06-24,5.373,1.589,95.62312,26.33466
2022-06-27,5.386,1.586,94.68717,26.32007
2022-06-28,5.458,1.6,94.98114,26.45563
2022-06-29,5.521,1.568,95.11632,26.28279
2022-06-30,5.356,1.531,92.47762,25.56459
2022-07-01,5.344,1.532,94.67873,26.19957
2022-07-04,5.397,1.555,94.67873,26.19957
2022-07-05,5.231,1.475,94.44817,26.19926
2022-07-06,5.187,1.469,93.95415,26.01394
2022-07-07,5.356,1.51,95.53631,26.53231
2022-07-08,5.258,1.52,95.14935,26.44979
2022-07-11,5.277,1.51,94.96802,26.47257
2022-07-12,5.298,1.521,94.8451,26.3286
2022-07-13,5.272,1.492,93.86848,25.86814
2022-07-14,5.124,1.455,91.68081,25.57725
2022-07-15,5.139,1.503,95.27625,27.20371
2022-07-18,5.198,1.542,93.33723,26.93496
2022-07-19,5.234,1.582,95.40306,27.77315
2022-07-20,5.178,1.576,95.67324,27.86502
2022-07-21,5.234,1.59,96.48594,28.15428
2022-07-22,5.152,1.578,95.45833,27.80735
2022-07-25,5.265,1.607,95.61032,27.98938
2022-07-26,5.245,1.569,94.32017,27.48441
2022-07-27,5.242,1.577,95.72224,27.90099
2022-07-28,5.134,1.503,94.64963,27.46908
2022-07-29,5.137,1.572,94.79826,27.78371
2022-08-01,5.452,1.598,93.02761,27.45785
2022-08-02,5.344,1.6,92.05011,27.05093
2022-08-03,5.434,1.633,93.56008,27.7032
2022-08-04,5.408,1.625,92.50782,27.49877
2022-08-05,5.419,1.64,95.84368,28.11724
2022-08-08,5.455,1.66,94.68411,27.7304
2022-08-09,5.535,1.659,95.48953,28.0725
2022-08-10,5.45,1.698,96.66068,28.63325
2022-08-11,5.489,1.69,98.28207,29.37664
2022-08-12,5.505,1.716,100.69256,29.92827
2022-08-15,5.47,1.716,101.33223,29.99586
2022-08-16,5.498,1.705,102.32577,30.3261
2022-08-17,5.451,1.687,101.81894,30.24086
2022-08-18,5.407,1.685,101.90165,30.3929
2022-08-19,5.368,1.653,100.32135,30.00423
2022-08-22,5.382,1.631,99.0828,29.4862
2022-08-23,5.313,1.636,97.49346,29.04043
2022-08-24,5.212,1.626,98.2605,29.29147
2022-08-25,5.225,1.642,100.28762,29.72676
2022-08-26,5.23,1.621,97.55828,28.95185
2022-08-29,5.23,1.621,97.58574,28.91998
2022-08-30,5.295,1.647,98.19758,29.25929
2022-08-31,5.288,1.645,97.83226,28.91183
2022-09-01,5.208,1.614,99.28039,29.01855
2022-09-02,5.349,1.686,98.67234,29.00902
2022-09-05,5.368,1.665,98.67234,29.00902
2022-09-06,5.337,1.679,98.64701,28.67303
2022-09-07,5.23,1.641,100.82645,29.204
2022-09-08,5.255,1.663,103.29211,30.17767
2022-09-09,5.25,1.688,102.7239,30.11809
2022-09-12,5.36,1.74,102.98061,30.12213
2022-09-13,5.296,1.719,100.99792,29.50364
2022-09-14,5.189,1.699,100.4064,29.28664
2022-09-15,5.297,1.722,102.66527,30.05836
2022-09-16,5.296,1.711,102.72879,29.9377
2022-09-19,5.296,1.711,103.48572,30.38185
2022-09-20,5.341,1.709,101.74807,30.01581
2022-09-21,5.249,1.678,99.42549,29.29998
2022-09-22,5.15,1.663,98.73047,28.85298
2022-09-23,5.1,1.619,100.1652,29.12078
2022-09-26,5.016,1.608,99.98128,29.05159
2022-09-27,4.957,1.558,99.14762,28.63432
2022-09-28,4.835,1.511,99.42915,28.60694
2022-09-29,4.67,1.447,95.98553,27.72152
2022-09-30,4.673,1.443,93.89039,27.13387
2022-10-03,4.614,1.451,95.5392,27.57183
2022-10-04,4.82,1.507,98.44609,28.26713
2022-10-05,4.724,1.476,97.76813,28.2703
2022-10-06,4.713,1.448,97.03877,28.23044
2022-10-07,4.67,1.435,95.49468,27.7077
2022-10-10,4.628,1.432,95.21175,27.80448
2022-10-11,4.545,1.402,91.34564,26.67085
2022-10-12,4.491,1.357,93.65452,26.99087
2022-10-13,4.593,1.425,96.53985,27.97246
2022-10-14,4.588,1.428,99.62369,28.40247
2022-10-17,4.713,1.454,101.72081,29.51712
2022-10-18,4.658,1.475,105.04729,30.83179
2022-10-19,4.74,1.443,104.08254,30.30195
2022-10-20,4.729,1.453,103.18081,29.94225
2022-10-21,4.779,1.45,108.5524,31.03908
2022-10-24,4.751,1.489,108.54102,31.10421
2022-10-25,4.427,1.502,106.97472,30.8544
2022-10-26,4.44,1.498,106.89002,30.74671
2022-10-27,4.502,1.503,107.66439,30.99456
2022-10-28,4.422,1.464,108.79282,31.21926
2022-10-31,4.473,1.478,109.76631,31.42658
2022-11-01,4.586,1.503,111.57061,31.51663
2022-11-02,4.568,1.501,110.66853,31.45646
2022-11-03,4.632,1.495,113.80514,32.11058
2022-11-04,4.9,1.535,115.30927,32.46272
2022-11-07,4.794,1.526,114.05626,32.13231
2022-11-08,4.787,1.542,113.53429,32.05217
2022-11-09,4.767,1.544,114.01705,32.09421
2022-11-10,4.741,1.57,116.00824,32.74648
2022-11-11,4.702,1.582,114.67073,32.55361
2022-11-14,4.803,1.576,113.88842,32.11431
2022-11-15,4.8,1.572,111.78944,31.70198
2022-11-16,4.755,1.544,111.91257,31.40815
2022-11-17,4.812,1.567,111.97094,31.40154
2022-11-18,4.789,1.582,112.66942,31.30735
2022-11-21,4.835,1.579,112.82117,31.63741
2022-11-22,4.869,1.579,113.6509,31.55193
2022-11-23,4.892,1.583,113.44971,31.26351
2022-11-24,4.895,1.594,113.44971,31.26351
2022-11-25,4.92,1.591,113.05498,31.1699
2022-11-28,4.886,1.582,111.949,30.71411
2022-11-29,5.103,1.61,114.07568,30.90803
2022-11-30,5.097,1.612,115.69957,31.6922
2022-12-01,4.979,1.583,111.12561,29.8124
2022-12-02,4.985,1.568,110.09204,29.38829
2022-12-05,5,1.563,107.83944,28.29585
2022-12-06,4.986,1.588,108.07326,27.1025
2022-12-07,4.939,1.574,107.57526,26.78338
2022-12-08,4.953,1.568,108.61533,26.51627
2022-12-09,4.962,1.595,107.56084,26.35306
2022-12-12,4.964,1.581,109.27373,26.64875
2022-12-13,5.001,1.618,108.41756,26.48177
2022-12-14,4.977,1.603,107.42411,25.99243
2022-12-15,4.927,1.552,106.99893,26.12879
2022-12-16,4.923,1.544,106.14943,26.02627
2022-12-19,4.958,1.554,106.77284,26.31968
2022-12-20,5.028,1.557,107.62579,26.5091
2022-12-21,5.113,1.581,109.50369,27.07764
2022-12-22,5.123,1.571,108.69312,26.94451
2022-12-23,5.103,1.577,108.91894,26.93935
2022-12-26,5.103,1.577,108.91894,26.93935
2022-12-27,5.103,1.577,109.6554,27.07674
2022-12-28,5.18,1.589,109.98007,27.20857
2022-12-29,5.188,1.593,110.38197,27.45878
2022-12-30,5.157,1.585,110.84477,27.37643
2023-01-02,5.157,1.585,110.84477,27.37643
2023-01-03,5.299,1.636,112.92938,28.00669
2023-01-04,5.435,1.681,113.02834,28.29438
2023-01-05,5.653,1.724,113.67263,28.61342
2023-01-06,5.686,1.721,114.1415,28.47331
2023-01-09,5.632,1.726,112.64453,27.79008
2023-01-10,5.641,1.716,114.08346,28.08462
2023-01-11,5.696,1.735,115.19677,28.364
2023-01-12,5.818,1.771,114.06493,28.1871
2023-01-13,5.912,1.807,117.1349,28.85576
2023-01-16,5.961,1.825,117.1349,28.85576
2023-01-17,5.912,1.809,114.82629,28.15201
2023-01-18,5.907,1.821,110.61882,27.31249
2023-01-19,5.855,1.774,108.90649,26.85687
2023-01-20,5.926,1.784,109.04981,27.32704
2023-01-23,5.921,1.799,110.97906,27.74679
2023-01-24,5.948,1.798,112.32354,28.04641
2023-01-25,5.985,1.817,112.35665,28.16185
2023-01-26,6.039,1.85,113.11515,28.55758
2023-01-27,6.005,1.858,113.23434,28.60717
2023-01-30,6.02,1.867,112.53741,28.55294
2023-01-31,5.964,1.858,113.5486,28.78468
2023-02-01,6.013,1.865,113.46935,29.1985
2023-02-02,5.91,1.884,113.47599,29.50833
2023-02-03,5.967,1.886,116.84472,30.16977
2023-02-06,5.96,1.865,118.14852,30.27806
2023-02-07,6.05,1.888,118.86636,30.42615
2023-02-08,6.124,1.897,118.04038,30.20523
2023-02-09,6.158,1.896,115.64816,29.41855
2023-02-10,6.106,1.857,117.05536,29.52942
2023-02-13,6.137,1.863,117.48661,29.37783
2023-02-14,6.092,1.873,117.65673,29.26629
2023-02-15,6.123,1.726,119.78342,29.62099
2023-02-16,6.184,1.747,118.01614,29.35841
2023-02-17,6.211,1.735,118.33611,29.40932
2023-02-20,6.207,1.759,118.33611,29.40932
2023-02-21,6.475,1.714,115.13028,28.46306
2023-02-22,6.361,1.728,114.75899,28.39987
2023-02-23,6.301,1.726,116.40137,28.55238
2023-02-24,6.357,1.706,117.97254,28.6372
2023-02-27,6.318,1.726,117.88706,28.36885
2023-02-28,6.356,1.746,118.47107,28.34711
2023-03-01,6.403,1.744,118.56442,28.39558
2023-03-02,6.19,1.718,118.20848,28.06268
2023-03-03,6.183,1.715,119.61699,28.44296
2023-03-06,6.178,1.723,118.61141,28.3116
2023-03-07,6.243,1.689,116.9789,27.8481
2023-03-08,6.307,1.689,116.47367,27.52092
2023-03-09,6.211,1.634,109.29979,25.61006
2023-03-10,5.926,1.574,110.8209,25.0995
2023-03-13,5.681,1.475,107.80287,23.41684
2023-03-14,5.77,1.521,110.62536,23.63382
2023-03-15,5.484,1.382,106.38686,23.63139
2023-03-16,5.581,1.424,108.0043,23.93028
2023-03-17,5.421,1.396,103.2499,22.83135
2023-03-20,5.417,1.364,103.63547,22.61982
2023-03-21,5.54,1.431,106.98189,23.42867
2023-03-22,5.646,1.427,103.84584,22.56879
2023-03-23,5.482,1.398,103.12195,21.92683
2023-03-24,5.34,1.339,102.14245,22.19315
2023-03-27,5.411,1.37,104.60799,23.19466
2023-03-28,5.411,1.372,104.407,22.7803
2023-03-29,5.54,1.42,104.9151,23.2919
2023-03-30,5.553,1.448,103.94801,22.84838
2023-03-31,5.497,1.458,105.53126,23.16165
2023-04-03,5.564,1.483,104.99314,23.06203
2023-04-04,5.512,1.465,102.78534,22.39475
2023-04-05,5.542,1.477,102.48153,22.19724
2023-04-06,5.629,1.516,102.27875,22.33812
2023-04-07,5.629,1.516,102.27875,22.33812
2023-04-10,5.629,1.516,103.34545,22.57778
2023-04-11,5.624,1.525,103.56999,23.13643
2023-04-12,5.616,1.531,102.93175,22.8132
2023-04-13,5.673,1.529,102.95315,22.79512
2023-04-14,5.843,1.579,111.83394,23.79686
2023-04-17,5.781,1.543,113.16769,24.57915
2023-04-18,5.746,1.55,113.76619,24.58766
2023-04-19,5.734,1.554,113.4115,24.1407
2023-04-20,5.751,1.545,113.10949,24.01799
2023-04-21,5.737,1.532,113.06516,24.03057
2023-04-24,5.733,1.542,112.87295,23.8691
2023-04-25,5.663,1.515,111.02419,23.25806
2023-04-26,5.717,1.539,108.46166,22.81039
2023-04-27,5.754,1.62,109.93903,23.17504
2023-04-28,5.738,1.599,109.93241,23.28429
2023-05-01,5.738,1.599,113.02329,23.24502
2023-05-02,5.939,1.549,111.32302,22.56591
2023-05-03,5.932,1.533,108.34196,22.19743
2023-05-04,5.84,1.482,106.47825,21.42744
2023-05-05,5.998,1.532,108.1205,21.91033
2023-05-08,5.998,1.532,108.45004,21.90838
2023-05-09,5.993,1.536,108.1589,21.93149
2023-05-10,6.011,1.532,108.1458,21.64818
2023-05-11,5.936,1.535,108.72692,21.88924
2023-05-12,5.997,1.539,107.69354,21.75554
2023-05-15,6.11,1.55,107.89915,22.06176
2023-05-16,6.057,1.544,107.5851,21.9143
2023-05-17,6.03,1.56,110.72457,22.84869
2023-05-18,6.129,1.581,112.5363,22.96709
2023-05-19,6.108,1.594,111.63873,22.54753
2023-05-22,6.172,1.601,111.12632,22.8162
2023-05-23,6.178,1.634,110.01128,23.01869
2023-05-24,6.002,1.587,109.39218,22.71258
2023-05-25,6.064,1.57,110.22016,22.88569
2023-05-26,6.108,1.573,110.93649,22.93422
2023-05-29,6.108,1.573,110.93649,22.93422
2023-05-30,6.001,1.558,110.87272,22.794
2023-05-31,5.905,1.513,109.55841,22.43481
2023-06-01,5.938,1.526,109.7742,22.16548
2023-06-02,6.027,1.568,112.82731,23.06024
2023-06-05,6.061,1.558,111.84464,22.9495
2023-06-06,6.108,1.582,112.12682,23.52136
2023-06-07,6.161,1.582,113.14943,23.70918
2023-06-08,6.11,1.576,112.09973,23.28342
2023-06-09,6.075,1.563,112.0728,23.26339
2023-06-12,6.053,1.552,112.84514,23.31333
2023-06-13,6.096,1.568,112.50891,23.29082
2023-06-14,6.108,1.574,111.45333,22.93816
2023-06-15,6.094,1.538,112.0166,22.99202
2023-06-16,6.118,1.539,111.68629,22.75669
2023-06-19,6.15,1.535,111.68629,22.75669
2023-06-20,6.152,1.543,111.74441,22.63426
2023-06-21,6.181,1.515,111.57103,22.3973
2023-06-22,6.067,1.47,109.62067,21.95869
2023-06-23,6.022,1.452,109.33932,21.85211
2023-06-26,6.041,1.449,109.4089,22.07986
2023-06-27,6.103,1.463,109.17647,22.14902
2023-06-28,6.133,1.483,109.57464,22.19323
2023-06-29,6.188,1.513,113.61692,22.70279
2023-06-30,6.217,1.534,114.37559,22.56213
2023-07-03,6.276,1.556,115.46822,22.99756
2023-07-04,6.247,1.526,115.46822,22.99756
2023-07-05,6.219,1.5,113.81807,22.88322
2023-07-06,6.104,1.467,112.52455,22.22048
2023-07-07,6.099,1.487,112.33559,22.20406
2023-07-10,6.069,1.487,112.99237,22.31045
2023-07-11,6.009,1.499,114.07568,22.45609
2023-07-12,6.158,1.548,113.99661,22.59157
2023-07-13,6.142,1.557,113.5199,22.62468
2023-07-14,6.131,1.551,114.2149,22.19934
2023-07-17,6.179,1.561,117.30784,22.48566
2023-07-18,6.237,1.594,117.88262,23.55198
2023-07-19,6.288,1.643,119.49028,24.42482
2023-07-20,6.4,1.644,121.48915,24.65572
2023-07-21,6.42,1.633,120.49926,24.86974
2023-07-24,6.427,1.644,123.12968,25.4442
2023-07-25,6.443,1.635,121.77357,24.96506
2023-07-26,6.441,1.641,122.15254,25.09485
2023-07-27,6.423,1.554,121.50144,24.88124
2023-07-28,6.468,1.557,121.89078,24.78055
2023-07-31,6.463,1.55,122.84959,24.88723
2023-08-01,6.549,1.514,123.17217,24.77862
2023-08-02,6.369,1.465,122.11221,24.50888
2023-08-03,6.392,1.492,122.92633,24.69534
2023-08-04,6.364,1.507,122.06228,24.48756
2023-08-07,6.441,1.508,122.70841,24.95499
2023-08-08,6.346,1.471,122.42205,24.55823
2023-08-09,6.36,1.489,120.87558,24.25529
2023-08-10,6.32,1.48,120.76125,24.33155
2023-08-11,6.248,1.466,121.70042,24.65527
2023-08-14,6.215,1.459,121.89494,24.36009
2023-08-15,6.003,1.435,118.53977,23.53034
2023-08-16,5.898,1.45,117.95335,23.00322
2023-08-17,5.924,1.454,116.48119,22.94671
2023-08-18,5.839,1.442,116.88505,22.84033
2023-08-21,5.833,1.437,117.17488,22.8502
2023-08-22,5.806,1.427,114.94307,22.33216
2023-08-23,5.848,1.43,115.84781,22.36459
2023-08-24,5.891,1.445,116.62706,22.6711
2023-08-25,5.878,1.44,116.87331,22.65141
2023-08-28,5.878,1.44,117.1576,22.83446
2023-08-29,5.957,1.5,117.87639,23.1141
2023-08-30,5.907,1.49,116.51463,22.83737
2023-08-31,5.831,1.474,115.55713,22.64076
2023-09-01,5.883,1.491,116.62563,23.0201
2023-09-04,5.858,1.508,116.62563,23.0201
2023-09-05,5.875,1.496,115.44884,22.77968
2023-09-06,5.853,1.492,115.94945,22.70837
2023-09-07,5.847,1.48,115.20641,22.5491
2023-09-08,5.844,1.482,115.41486,22.75718
2023-09-11,5.9,1.499,115.36496,22.74397
2023-09-12,5.973,1.536,117.27841,23.21686
2023-09-13,6.11,1.572,117.17487,23.11325
2023-09-14,6.269,1.601,120.22716,23.52183
2023-09-15,6.293,1.615,120.00806,23.25806
2023-09-18,6.23,1.588,120.30658,23.2029
2023-09-19,6.307,1.592,120.23089,23.12909
2023-09-20,6.334,1.596,119.43304,22.99267
2023-09-21,6.361,1.567,119.6552,22.81044
2023-09-22,6.431,1.553,118.94385,22.55958
2023-09-25,6.386,1.536,119.92303,22.60072
2023-09-26,6.392,1.597,119.07814,22.32356
2023-09-27,6.399,1.581,120.23093,22.49072
2023-09-28,6.449,1.591,120.97541,22.59016
2023-09-29,6.449,1.589,118.81042,22.43159
2023-10-02,6.398,1.558,118.73968,22.05154
2023-10-03,6.452,1.543,118.18634,21.45756
2023-10-04,6.405,1.539,117.96412,21.34628
2023-10-05,6.445,1.525,117.32348,21.39573
2023-10-06,6.547,1.548,118.60389,21.30947
2023-10-09,6.45,1.52,118.68339,21.56911
2023-10-10,6.578,1.568,118.50134,21.97543
2023-10-11,6.59,1.572,118.85013,21.97284
2023-10-12,6.579,1.523,119.5066,22.04737
2023-10-13,6.526,1.531,121.94117,22.04828
2023-10-16,6.513,1.533,121.18852,22.12295
2023-10-17,6.53,1.548,121.00558,22.6542
2023-10-18,6.503,1.516,120.06089,22.47182
2023-10-19,6.412,1.478,119.3445,22.14556
2023-10-20,6.159,1.449,117.6156,21.64719
2023-10-23,6.125,1.44,115.25257,20.90077
2023-10-24,6.128,1.346,116.1033,20.94745
2023-10-25,6.151,1.332,115.77472,21.06869
2023-10-26,6.091,1.322,116.28253,21.57786
2023-10-27,6.01,1.292,111.84471,20.74679
2023-10-30,5.873,1.307,113.05636,21.13534
2023-10-31,5.923,1.316,114.47152,21.68258
2023-11-01,5.901,1.293,114.68428,21.79117
2023-11-02,6.013,1.332,115.90853,22.63749
2023-11-03,6.022,1.363,115.47158,22.94897
2023-11-06,6.093,1.363,116.46593,22.90033
2023-11-07,6.083,1.362,117.34844,22.94654
2023-11-08,6.073,1.36,117.73511,22.68955
2023-11-09,6.031,1.37,117.62452,22.44232
2023-11-10,5.992,1.356,119.85758,22.65695
2023-11-13,6.079,1.367,118.82948,22.57907
2023-11-14,6.049,1.385,118.81854,23.3891
2023-11-15,6.17,1.399,120.53449,23.84287
2023-11-16,6.088,1.39,121.89135,23.77465
2023-11-17,6.154,1.428,122.88517,24.10743
2023-11-20,6.162,1.425,122.62219,24.00608
2023-11-21,6.133,1.417,121.91759,23.63912
2023-11-22,6.067,1.4,122.87042,23.74389
2023-11-23,6.117,1.402,122.87042,23.74389
2023-11-24,6.095,1.416,121.77982,23.58027
2023-11-27,6.074,1.402,121.54078,23.45287
2023-11-28,6.072,1.401,120.97384,23.26662
2023-11-29,5.948,1.403,121.53095,23.8699
2023-11-30,6.021,1.41,123.6767,24.16006
2023-12-01,6.041,1.424,123.5447,24.38755
2023-12-04,6.041,1.43,125.17034,24.41768
2023-12-05,6.034,1.395,125.42279,24.27948
2023-12-06,6.147,1.402,124.24291,24.26675
2023-12-07,6.124,1.401,124.40689,24.32754
2023-12-08,6.192,1.433,126.35103,24.67719
2023-12-11,6.164,1.425,126.86389,24.59931
2023-12-12,6.188,1.417,127.95536,24.50379
2023-12-13,6.172,1.411,128.76559,25.61561
2023-12-14,6.163,1.5,128.27753,26.54881
2023-12-15,6.09,1.466,130.04093,26.4442
2023-12-18,6.128,1.465,131.37596,26.42061
2023-12-19,6.131,1.477,132.26288,26.31124
2023-12-20,6.194,1.516,131.45225,26.02999
2023-12-21,6.225,1.514,132.26469,26.21605
2023-12-22,6.278,1.518,131.71768,26.30419
2023-12-25,6.278,1.518,131.71768,26.30419
2023-12-26,6.278,1.518,132.51751,26.64673
2023-12-27,6.315,1.537,132.44722,26.45817
2023-12-28,6.316,1.535,133.68396,26.59549
2023-12-29,6.355,1.538,133.27588,26.38094
